,Unnamed: 0,Date,Title,Description,score1
544,544,"February 23, 2020, Sunday","Rs 22,000 cr investments made in Andhra Pradesh since June 2019: State govt","Though oil giant Saudi Aramco was supposed to be a largest investor, particularly in the PCPIR in Visakhapatnam, it went away to ...",neutral
545,545,"February 23, 2020, Sunday",Mega bank consolidation: Meeting April 1 deadline appears challenging,"Even after Cabinet approval to the proposed mega merger plan, officials said, fixation of share swap ratio, shareholders consent ...",negative
546,546,"February 22, 2020, Saturday","SBI to hold mega e-auction for 1,000 stressed assets to recover dues",The bank published the advertisement for the proposed auction in newspapers as well as the social media,neutral
547,547,"February 22, 2020, Saturday",Efforts of banks under PCA framework being monitored: RBI Governor,"Currently, Indian Overseas Bank (IOB), Central Bank of India, UCO Bank and United Bank of India are under this framework",neutral
548,548,"February 22, 2020, Saturday","Customers will no longer get Rs 2,000 currency notes at Indian Bank ATMs","According to a circular issued by the lender's digital banking division on February 17, cash dispensation from Rs 2,000 currency ...",neutral
549,549,"February 21, 2020, Friday",IDFC First Bank to raise up to Rs 2000 cr in tier-II debt capital via bonds,Funded assets of the bank rose marginally to Rs 1.06 trillion in December 2019 from Rs 1.04 trillion a year ago,neutral
550,550,"February 21, 2020, Friday","Ahead of IPO, SBI Cards sees fintechs, UPI as formidable competition",SBI Cards expects competition to intensify in future,neutral
551,551,"February 21, 2020, Friday",Larger balance sheet helps you give bigger loans: Indian Bank's Chunduru,"'Indian Bank is strong in terms of business correspondents', said Chunduru",neutral
552,552,"February 21, 2020, Friday",RBI unveils 5-yr financial inclusion strategy: Here're key recommendations,"Under the national strategy, the committee has recommended new entrants to the financial system - eligible and willing to undergo ...",neutral
553,553,"February 20, 2020, Thursday",IL&FS to seek lenders' approval for road asset sales through e-voting,The bid validity for five projects is set to expire on February 29,neutral
554,554,"February 20, 2020, Thursday",Axis Bank in talks to acquire significant stake in Max Life Insurance,Private sector lender Axis Bank has entered into an exclusive agreement with Max Financial Services and Max Life Insurance to ...,neutral
555,555,"February 20, 2020, Thursday",HDFC Bank SME loan book doubles to Rs 1.48 trillion by December 2019,"According to the RBI data, the system-wide SME loan book stood at Rs 15.7 trillion as of June 2019, up 10 per cent over the 12 ...",positive
556,556,"February 20, 2020, Thursday",RBI approves Sunil Gurbaxani's appointment as Dhanlaxmi Bank MD and CEO,Gurbaxani is working with Axis Bank at present.,neutral
557,557,"February 20, 2020, Thursday","Centre releases Rs 19950 cr GST compensation to states, total at Rs 1.2 trn","In a statement, the finance ministry said Rs 19,950 crore was released to states and union territories on last Monday",neutral
558,558,"February 20, 2020, Thursday","RBI monetary policy committee torn between growth concerns, inflation fears",The MPC is mandated to keep inflation in a range of between 2% and 6% and recent data showed the retail inflation rate in January ...,neutral
559,559,"February 20, 2020, Thursday",Raising insurance coverage to 90% to help exporters cut cost: SBI chief,"He also said the collateral gives some comfort to bankers while giving finance to exporters, but in terms of recoveries they are ...",neutral
560,560,"February 20, 2020, Thursday",Axis Bank to explore possibility of strategic partnership with Max Life,Max Life is currently the largest non-bank owned private life insurer in India,neutral
561,561,"February 19, 2020, Wednesday","MPs' panel for dilution of default definition, but RBI flags concerns",The commercial or debt paper is the favourite route of corporates to raise funds when compared with loans from banks. They help ...,negative
562,562,"February 19, 2020, Wednesday",Challenges galore for financial institutions amid liquidity crunch: Fitch,"The rating agency expects the real GDP growth to slow to 4.6 per cent in 2019-20 from 6.8 per cent in 2018-19, led by a squeeze ...",neutral
563,563,"February 19, 2020, Wednesday","Kotak Mahindra Bank promoters get RBI nod to cap voting rights, pare stake","Promoters' voting rights would stand curtailed to 20% until March, and reduce further to 15% from April",neutral
564,564,"February 19, 2020, Wednesday","HSBC India profit crosses $1 bn in 2019, third-most profitable in Asia","The global banking and markets segment contributed to $466 million in profits, against $387 million in 2018.",positive
565,565,"February 19, 2020, Wednesday","PFC-REC merger stuck, Centre reaching out to PSUs to pick up stake",One major obstacle is that the direct stake of the Centre will fall below 51% after the merger,neutral
566,566,"February 18, 2020, Tuesday","MFIs disbursed Rs 63,968 cr in Q3; banks lead with 40% market share","Banks continued to lead, with 40% of the industry's market share",neutral
567,567,"February 18, 2020, Tuesday","HSBC plans to slash 35,000 jobs after profits slid by a third last year",The Asia-focused lender has been trying to lower costs as it faces a multitude of uncertainties caused by the grinding US-China ...,neutral
568,568,"February 18, 2020, Tuesday",Double trouble: PMC Bank asked to deduct TDS on notional interest paid,CBDT asks lender to deduct tax at source on notional interest paid,negative
569,569,"February 17, 2020, Monday",RBI's maiden long-term repo operation receives Rs 1.94-trillion bids,The allotment was done for all bids on a pro-rata basis,neutral
570,570,"February 17, 2020, Monday",LIC's gross NPA ratio in debt portfolio rises to 7.5% in December,The gross NPA ratio of LIC in the debt portfolio at the end of September 2019 stood at 6.10%,positive
571,571,"February 17, 2020, Monday",Calcutta HC asks RBI to take appropriate action against Bank of Baroda,The oil company told the court that it had entered into an agreement with Simplex Projects Limited in 2017 for undertaking ...,neutral
572,572,"February 16, 2020, Sunday","Govt to pump Rs 1,300 cr in Exim Bank next fiscal to drive business growth","Established in 1982, Exim Bank is the apex financial institution for financing, facilitating and promoting the country's ...",positive
573,573,"February 16, 2020, Sunday","Finance Commission recommends Rs 19,309 cr devolution to Himachal for FY20","The average annual grant under was increased by Modi to Rs 14,407 crore in 14th Finance Commission and now to Rs 19,309 crore in ...",neutral
574,574,"February 15, 2020, Saturday",Lenders will suffer if any enterprise shuts down: SBI chief Rajnish Kumar,The SBI chairman said the bank was in the wait-and-watch mode,negative
575,575,"February 15, 2020, Saturday",RBI Governor expects transmission of rate cuts to improve further,"Earlier this month, the central bank opted for a status quo on the benchmark interest rate, amid signs of hardening inflation and ...",positive
576,576,"February 14, 2020, Friday",Banks' loans rise over 7% in two weeks to January 31: RBI report,Non-food credit rose Rs 1.02 trillion to Rs 100.24 trillion,positive
577,577,"February 14, 2020, Friday","IOB to focus on MSME, will increase lending to Rs 50,000 cr: Official","Laying more focus on MSME segment, IOB would increase its lending to the sector from the present Rs 31,000 cr to Rs 50,000 cr in ...",neutral
578,578,"February 14, 2020, Friday",Common portal for health insurance claim settlements on the cards,Regulator aims to usher time-bound settlement of claims and eliminate disparity in charges among different for some common ...,neutral
579,579,"February 13, 2020, Thursday",Long-term repo operations will be conducted on fixed-rate basis: RBI,The monetary authority also clarified that the interest on these repos will be compounded on an annual basis and will be ...,neutral
580,580,"February 13, 2020, Thursday",SBI's Arijit Basu backs oversight on banks without probe agency overreach,"Talking about the current levels of non-performing assets, Basu said banks should have been cautious in some cases",neutral
581,581,"February 13, 2020, Thursday",18 PSBs hit by fraud cases of Rs 1.17 trn in Apr-Dec of FY20: RTI,"SBI reported 4,769 cases of banking frauds worth Rs 30,300 crore during the nine-month period",neutral
582,582,"February 13, 2020, Thursday",RBI's new asset recognition norms credit negative for banks: Moody's,"Last week, the RBI harmonised guidelines for deferment of date of commencement of commercial operations (DCCO) for projects in ...",negative
583,583,"February 12, 2020, Wednesday",Advisory Council of 15th Finance Commission to meet on Thursday,"The meeting will be chaired by chairman of the Commission, N K Singh, and will be attended by its members including A N Jha, ...",neutral
584,584,"February 12, 2020, Wednesday",IOB expects to be profitable in Q4 FY20 after being in red for four years,"In third-quarter results announced earlier this week, the bank said it plans to come out of PCA by focusing on recovery, low-cost ...",positive
585,585,"February 12, 2020, Wednesday",India Ratings downgrades Yes Bank issuer rating from 'A' to 'A-',This is the third downgrade of the private sector lender by Ind-Ra in last one year - which could adversely impact the bank's ...,negative
586,586,"February 12, 2020, Wednesday",Dec quarter shows much-needed improvement in asset quality for PSU banks,"Slippages ratio for FY20 pegged at 3.5 per cent a tad lower than previous year's 3.7 per cent, but MSMEs, agri and retail are ...",positive
587,587,"February 12, 2020, Wednesday",P2P lending achieves 10-fold growth with returns as high as 25% in 1 year,Some of the players in the sectors are themselves wary of this unregulated interest rate regime,positive
