,Date,Title,score1
309,"July 13, 2019, Saturday","PSU banks losing lead relationships to private banks, says study.Shubhalakshmi Finance aims nearly three-fold jump in loan disbursement.IndusInd Bank net profit up 38% in June quarter; stock falls over 1%",positive
310,"July 12, 2019, Friday","Despite better liquidity, public sector banks borrow from market.South Indian Bank seeks approval from shareholders for share issuance.Karnataka Bank net profit rises over 7% to Rs 175.42 crore in Q1.Suryoday Small Finance Bank plans up to Rs 1,000 crore IPO by next year.IndusInd Bank Q1 net profit jumps 38% at Rs 1,433 cr; gross NPAs at 2.15%.Nabard to raise Rs 55,000 crore from market for rural development schemes.How regulators, agencies are hurting India's war on $190-billion bad loans.Financial services firms may raise record Rs 1.2 trn via QIPs this year",positive
311,"July 11, 2019, Thursday","HSBC, Stanchart, Citi top charts in customer experience: Kantar report",neutral
312,"July 10, 2019, Wednesday","Bill to fix 'menace' of illegal deposit schemes gets Cabinet nod: Minister.PSBs losing lead bank relationships to private counterparts, says study",negative
313,"July 09, 2019, Tuesday","Nabard to switch to risk-based supervision of co-operative banks, RRBs.Nabard to raise Rs 60,000 crore via non-convertible debentures this year.Large exposures framework: Basel committee lauds RBI on strict rules.SBI cuts MCLR by five bps to 8.4% across all tenors from July 10",neutral
314,"July 08, 2019, Monday","Financial system's liquidity is in 'huge' surplus, says RBI governor.Delhi HC agrees to hear banks' plea against service tax on minimum balance.RBI Governor to meet private bank CEOs on credit, liquidity concerns.S&P lauds Rs 70,000 cr capital infusion, says PSB reforms remain lacklustre.RBI to discuss with govt issuance of sovereign bonds: Shaktikanta Das",neutral
315,"July 07, 2019, Sunday",Budget 2019: Liquidity support to banks does not rescue weak NBFCs,neutral
316,"July 06, 2019, Saturday","How HDFC recast systems to offer loan approval, disbursement in 10 seconds.PNB detects Rs 3,800-cr fraud by Bhushan Power & Steel Ltd, reports to RBI.Budget 2019: Liquidity tap opened for NBFCs, RBI gets powers over boards",neutral
317,"July 05, 2019, Friday",Budget 2019: India gives Reserve Bank more power to regulate NBFCs,neutral
318,"July 04, 2019, Thursday",Srei to merge all its lending biz in a bid to become a universal bank.RBI forms working group to review regulatory norms on core investment firms,neutral
319,"July 03, 2019, Wednesday","Multiple triggers could boost Axis Bank's return ratios, say analysts.ICICI inks pact with Indostar Capital to finance commercial vehicles.RBI may get regulatory powers over HFCs; NHB to be in charge of supervision",positive
320,"July 02, 2019, Tuesday","What's cooking? Investors line up for a share of the health insurance pie.Why it's sunset time for bilateral wage talks for state-run banks.Crisis-hit NBFCs seek special refinance window under Mudra scheme.Rapid growth of microfinance industry leading to risks of over-borrowing.Deutsche Bank India FY19 net up 32% to Rs 1,199 cr, income rises 21%.Under Sebi glare, ICRA sends MD and CEO Naresh Takkar on sudden leave",positive
321,"July 01, 2019, Monday","Lenders to crisis-hit DHFL agree to sign inter-creditor agreement by July 5.SBI to raise $1 bn in perpetual debt to boost capital ratio, bolster loans.Under Sebi's glare, Icra sends MD & CEO Naresh Takkar on forced leave.Allahabad Bank might partially exit insurance venture Universal Sompo.HFCs asset growth halves to about 10% in H2FY19 on fund crunch: Crisil.Govt considering more powers for RBI to regulate shadow banking sector.N S Vishwanathan re-appointed deputy governor of RBI for one year.Karnam Sekar takes over as IOB MD and CEO from R Subramaniakumar.ICICI Bank cuts lending rates by 10 bps weeks after slashing deposit rates.No bank has power to employ bouncers to recover loans forcefully: Govt.State-run banks may get flexibility in deciding employees' salaries",neutral
322,"June 30, 2019, Sunday","RTGS, NEFT transfers set to get cheaper from today as RBI scraps charges",neutral
323,"June 29, 2019, Saturday",Bandhan Bank to shift focus from large corporate loans to microfinance.Bank digitisation creates new jobs: Robot programmer to blockchain expert.Crisis-hit DHFL defers March quarter financial results; stock falls by 12%,neutral
324,"June 28, 2019, Friday","NBFC crisis impacts Birla AMC Realty Fund's ability to exit 8 of 13 deals.Bandhan Bank to stay away from corporate loans, focus more on micro-loans.RBI sets average base rate of 9.18% for NBFC-MFI borrowers for July quarter.Chris Wood sees 100 bps cut in repo rate; hikes allocation in Axis Bank.Fixed maturity plans of mutual funds face risk of concentration: RBI report.Consumer loans may be the next big headache for NBFCs: RBI report.Failure of large HFCs similar to bank collapse, says RBI report",negative
325,"June 27, 2019, Thursday","Asset quality in banking sector may improve in 2020, show RBI stress tests.Finance ministry asks EPFO to reduce annual fund payout of 8.65%: Report.HDFC picks Morgan Stanley, BofAML for HDB Financial Services IPO",positive
326,"June 25, 2019, Tuesday","Gross NPAs of banks may come down to 8% by March 2020, says Report.Corp Bank to lend Rs 1,000 cr for 340 km stretch of Purvanchal Expressway.Search for new RBI Dy Guv to begin: These are some of the names doing round",neutral
327,"June 24, 2019, Monday","Congress blames govt for Acharya's RBI exit, terms it economic manhandling.Viral Acharya unable to continue as deputy governor beyond July 23: RBI.Why regulation isn't enough to curb bad behaviour of credit rating agencies.Viral Acharya resigns: A strong believer in RBI's independence and autonomy.RBI Deputy Governor Viral Acharya quits six months before his term ends.Paytm poised to start its P2P lending business with Clix Capital.DHFL lenders to meet in early July to hammer out a rescue package",positive
328,"June 22, 2019, Saturday","SBI plans tapping Singapore SME businesses, to introduce YONO SBI app",neutral
329,"June 21, 2019, Friday","Bank of Baroda expects uptick in education loans, targets 11% market share.Indiabulls Housing-Lakshmi Vilas Bank merger gets CCI approval",positive
330,"June 20, 2019, Thursday","BOJ joins Fed in signalling easing, keeps monetary rate steady for now.Bank credit, deposit growth lose momentum; non-food credit increases 11.9%",negative
331,"June 19, 2019, Wednesday","Jalan panel report on RBI's capital size to be finalised by June-end: Das.NBFCs face $15.8 bn of maturing debt amid cash crunch, credibility crisis",neutral
332,"June 18, 2019, Tuesday","On-tap licences for small finance banks to see many applicants this year.Reserve Bank to infuse Rs 12,500 cr in economy through govt bond purchases.India Ratings downgrades Punjab National Bank's Rs 67.5-bn AT1 bonds.Banks to intensify drive to publish names of corporate willful defaulters",negative
333,"June 17, 2019, Monday",From ICICI to Axis: Private banks cut deposit interest rates by up to 0.25%.Communication RBI's key tool in managing fiscal stability: Shaktikanta Das,neutral
334,"June 15, 2019, Saturday","Job losses mount in NBFC sector, a major recruiter, as lending plummets.Rabi Mishra named RBI executive director, to supervise new regulatory cadre",negative
335,"June 14, 2019, Friday","NBFCs ask Sitharaman for liquidity window, tax sops in Union Budget",neutral
336,"June 13, 2019, Thursday",Former CEO Rana Kapoor says not trying for seat on YES Bank board,neutral
337,"June 12, 2019, Wednesday","Funding for NBFCs should accompany RBI's liquidity management rules: FIDC.Financial services to add 47,800 new jobs in first half of FY20: Survey.Rs 2-trillion bank frauds in 11 years: ICICI Bank, SBI report maximum cases.IDBI Bank reduces MCLR by 5-10 bps to 8.95% across various tenors.Why the buoyancy in g-Sec markets augurs well for public sector banks",positive
338,"June 11, 2019, Tuesday","HDFC Bank to begin global search for MD Aditya Puri's successor.Appoint full-time CEO at J&K Bank on priority to curb slippages: Analysts.Excess RBI capital must be used to recapitalise PSBs, says BofA-ML report.Crisis-hit DHFL makes Rs 962 cr payment towards non-convertible debentures.Moody's to review YES Bank for downgrade over exposure to weaker NBFCs.J&K bank case: I-T dept initiates probe into irregularities, conducts raids",neutral
339,"June 10, 2019, Monday","NHB notification asks housing finance companies to increase liquid assets.No minimum balance, more than 4 withdrawals allowed for no-frill accounts.Govt moves NCLT for 5-year ban on IL&FS Financial Services auditors.Micro housing finance companies choke on acute fund crunch post DHFL crisis.RBI's new norms to deal with stressed assets credit positive, says Moody's",positive
340,"June 09, 2019, Sunday","DHFL aims to clear all dues by the end of 'cure period', rescale business.Threads in Swiss dirty money probe: Tinder date, South Asian terror suspect",neutral
341,"June 08, 2019, Saturday","RBI to beef up supervision of NBFCs to maintain financial stability: Das.NBFC cash crunch worsens; bond issuances at 7-month low of Rs 880 cr in May.ICICI Bank-Videocon case: ED widens probe, summons Chanda Kochhar next week.New stressed asset norms will aid resolution prospects, say bankers.IndAS norms on early loss recognition back into play, but in different form.Stressed power assets escape insolvency noose, but uncertainty remains.For India Inc, 30-day grace after loan default comes as a major relief",positive
342,"June 07, 2019, Friday","RBI's revised NPA norms give banks 30 days from default for resolution plan.RBI rate cut not likely to boost corporate lending, private sector's capex.SBI to link home loans to repo rate from July, cuts interest rates on CC/OD.Bank of Maharashtra cuts benchmark one-year MCLR by 0.10% to 8.60%.RBI issues new guidelines on bad loans, replaces one-day default rule.Why Modi govt should plan mega-bailout of distressed financial industry now.RBI ready to help troubled shadow banks, but stops short of specific steps.SFIO probe report lists lapses in 13 loans given by IL&FS to ABG group.Banks likely to cut lending, deposit rates by 20 bps in four months",neutral
343,"June 06, 2019, Thursday","Shares of HFCs and NBFCs tank, RBI says won't hesitate to take steps.RBI assures all help to troubled NBFCs; SBI monitoring exposure to sector.Mutual fund industry in a tizzy over DHFL fallout, halts fresh inflows.Fear of contagion looms over financial sector after DHFL's payment default.DHFL's default can expose Rs 1-trn in borrowing to risk of default: CLSA.Premium for third-party motor insurance to be raised from June 16.DHFL crisis: How the housing finance giant's fortunes took a downward turn.SFIO probe shows IFIN's exposure to AAA borrowers dropped to zero by 2017.DHFL assigned default rating; MFs with high exposure see 30-50% drop in NAV",negative
344,"June 05, 2019, Wednesday","Indian banks need to expand their global banking relationship, says report.Game-changers? Small finance banks fail to make a dent in banking space.Allahabad Bank aims at turnaround, hopes to return in black in this quarter.Fitch downgrades ICICI Bank rating from BBB- to BB+ amid banking distress",negative
